age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
28,self-employed,single,tertiary,no,159,no,no,cellular,16,nov,449,2,33,4,success,yes
38,admin.,single,secondary,no,221,yes,no,cellular,4,feb,93,2,274,2,failure,no
34,management,single,tertiary,no,382,no,no,cellular,5,feb,148,1,94,1,failure,no
31,management,single,tertiary,no,3283,no,no,cellular,2,feb,258,1,73,1,failure,yes
30,blue-collar,married,primary,no,243,no,yes,cellular,9,feb,133,2,213,2,failure,no
38,technician,married,secondary,no,-421,yes,no,cellular,3,apr,187,1,332,5,failure,no
35,technician,divorced,secondary,no,2823,yes,no,cellular,26,feb,74,1,24,1,failure,no
33,blue-collar,married,primary,no,289,yes,no,cellular,6,may,309,1,363,4,failure,no
29,unemployed,single,primary,no,1374,no,no,cellular,17,nov,309,3,208,4,success,yes
49,admin.,married,secondary,no,197,yes,no,cellular,13,apr,223,1,182,2,failure,yes
28,technician,single,secondary,no,16,no,no,cellular,17,apr,268,1,333,1,failure,no
41,management,married,tertiary,no,326,no,no,cellular,6,feb,163,1,182,2,failure,no
55,blue-collar,divorced,secondary,no,462,yes,no,cellular,20,apr,157,1,332,3,failure,no
76,retired,married,tertiary,no,2991,no,no,cellular,22,oct,344,1,183,1,success,yes
44,blue-collar,married,secondary,no,6491,yes,no,cellular,19,nov,126,2,174,1,failure,no
31,admin.,married,secondary,no,685,yes,no,cellular,15,may,552,1,329,3,failure,yes
54,self-employed,married,tertiary,no,368,no,no,cellular,18,nov,74,2,110,4,failure,no
41,management,married,primary,no,733,yes,no,cellular,7,may,69,1,335,7,failure,no
39,blue-collar,single,secondary,no,519,yes,yes,cellular,20,nov,149,1,155,14,failure,no
35,blue-collar,married,secondary,no,-100,yes,no,telephone,9,feb,13,7,272,9,failure,no
42,blue-collar,single,primary,no,156,yes,no,telephone,15,may,7,4,371,5,failure,no
47,blue-collar,married,primary,no,333,yes,no,cellular,21,nov,118,1,113,4,failure,no
47,technician,married,secondary,no,349,yes,yes,cellular,2,feb,112,1,273,1,failure,no
43,entrepreneur,married,secondary,no,-480,yes,yes,cellular,18,may,1126,1,350,6,failure,no
45,unemployed,married,secondary,no,-407,yes,no,cellular,15,may,320,3,371,2,failure,no
46,admin.,divorced,secondary,no,660,yes,no,cellular,29,jan,1026,1,259,2,failure,no
35,management,single,secondary,no,6809,yes,no,telephone,6,feb,139,8,273,7,failure,no
45,admin.,married,secondary,no,985,yes,no,telephone,4,feb,156,1,267,1,failure,no
56,blue-collar,married,primary,no,284,no,yes,telephone,3,feb,124,4,204,4,failure,no
72,retired,married,secondary,no,1129,no,no,cellular,25,nov,208,1,91,1,success,yes
37,services,single,tertiary,no,72,yes,no,cellular,13,may,98,2,370,1,failure,no
43,self-employed,married,tertiary,no,2501,no,no,cellular,9,jul,582,2,161,4,failure,no
60,retired,divorced,tertiary,no,381,yes,no,cellular,17,apr,208,2,344,4,failure,no
38,technician,married,secondary,no,508,yes,no,cellular,18,nov,722,3,175,2,failure,no
59,management,married,tertiary,no,2764,no,no,cellular,24,dec,237,1,206,2,failure,no
38,admin.,married,primary,no,3913,yes,no,cellular,20,apr,196,2,315,2,failure,no
33,admin.,single,secondary,no,-15,no,no,telephone,12,may,326,3,350,2,failure,no
42,admin.,divorced,secondary,no,490,yes,no,cellular,8,feb,203,2,188,1,failure,no
44,blue-collar,divorced,secondary,no,338,yes,no,cellular,13,may,133,1,370,1,failure,no
50,blue-collar,married,primary,no,12519,yes,no,cellular,17,apr,146,2,147,4,success,no
37,blue-collar,married,primary,no,0,yes,no,cellular,17,apr,362,2,315,4,failure,no
32,services,married,secondary,no,289,yes,no,cellular,2,feb,63,1,257,2,failure,no
52,services,married,secondary,no,393,yes,yes,cellular,28,jan,446,1,182,8,failure,no
47,management,single,tertiary,no,334,yes,no,cellular,28,jun,614,3,94,9,success,yes
70,retired,married,secondary,no,1310,no,no,cellular,14,apr,318,1,181,1,failure,no
59,retired,divorced,secondary,no,514,no,no,cellular,4,may,673,6,90,1,success,yes
41,admin.,married,secondary,no,1010,yes,no,cellular,17,apr,47,1,338,1,failure,no
35,management,married,tertiary,no,76,no,no,cellular,5,may,283,1,362,9,failure,no
39,technician,married,secondary,no,958,yes,no,cellular,9,apr,141,5,142,4,failure,no
25,student,single,secondary,no,1116,yes,no,cellular,12,may,85,2,71,3,failure,no
53,admin.,single,secondary,no,545,yes,no,cellular,12,may,305,1,370,1,failure,no
30,management,single,tertiary,no,536,no,no,cellular,15,oct,244,1,105,1,success,yes
51,self-employed,married,primary,no,106,yes,no,telephone,18,nov,366,3,110,2,failure,no
37,blue-collar,married,primary,no,95,yes,no,cellular,5,feb,415,2,272,2,failure,no
37,management,single,tertiary,no,600,yes,no,cellular,17,nov,116,2,196,1,failure,no
39,housemaid,married,secondary,no,1444,no,no,cellular,19,nov,100,1,117,8,success,no
23,technician,single,secondary,no,4545,no,no,cellular,25,sep,242,1,114,1,failure,no
46,technician,married,secondary,no,9299,no,no,cellular,21,oct,201,5,94,3,success,no
28,management,single,tertiary,yes,1414,yes,no,cellular,8,jul,294,1,521,1,failure,yes
29,technician,single,tertiary,no,2489,yes,no,cellular,7,dec,1002,3,283,2,success,no
36,technician,single,secondary,no,23,yes,no,cellular,18,may,69,2,333,2,failure,no
57,blue-collar,married,secondary,no,25,yes,no,cellular,13,may,378,2,359,1,failure,no
37,management,married,tertiary,no,1330,yes,no,cellular,29,jan,41,2,261,1,failure,no
31,management,married,tertiary,no,1331,no,no,cellular,30,apr,297,1,86,3,success,yes
26,management,single,tertiary,no,222,no,no,cellular,28,jun,247,1,63,2,success,yes
32,technician,single,tertiary,no,514,yes,yes,cellular,7,may,138,1,168,1,failure,no
58,blue-collar,divorced,primary,no,8218,yes,no,cellular,19,nov,141,2,111,10,failure,no
51,management,married,tertiary,no,469,no,no,cellular,14,oct,491,1,182,3,success,yes
53,admin.,married,secondary,no,1228,yes,yes,cellular,8,feb,116,2,188,1,success,no
42,blue-collar,married,secondary,no,1449,yes,no,cellular,11,may,177,1,173,1,failure,no
38,technician,single,tertiary,no,5122,yes,no,cellular,20,nov,370,1,184,1,failure,no
52,services,married,secondary,no,2257,yes,no,telephone,18,nov,102,2,188,1,failure,no
46,unemployed,married,secondary,no,1040,no,no,telephone,12,aug,542,1,78,5,failure,no
37,management,married,tertiary,no,203,no,no,cellular,21,oct,759,1,90,5,success,yes
37,management,married,tertiary,no,238,no,no,cellular,3,feb,185,1,92,1,success,yes
31,blue-collar,married,primary,no,392,yes,no,cellular,14,may,465,2,360,1,failure,no
29,management,single,tertiary,no,697,no,no,cellular,30,apr,365,1,85,1,success,yes
70,retired,married,secondary,no,1164,no,no,telephone,14,may,338,3,185,2,failure,no
46,blue-collar,married,secondary,no,942,no,no,cellular,18,nov,240,3,119,2,failure,no
32,management,single,secondary,no,301,yes,no,cellular,16,apr,383,3,345,1,failure,no
35,admin.,single,secondary,no,181,yes,no,cellular,18,may,217,4,301,1,failure,no
40,technician,married,secondary,no,694,yes,no,cellular,10,aug,107,4,68,11,success,no
33,blue-collar,married,primary,no,1064,yes,no,cellular,7,apr,311,1,330,1,failure,no
37,management,married,primary,no,22856,no,no,cellular,2,jul,154,1,388,1,failure,no
42,housemaid,single,primary,no,1179,yes,no,cellular,14,may,136,1,337,4,failure,no
29,entrepreneur,married,secondary,no,422,yes,no,cellular,15,may,69,3,361,2,failure,no
31,management,single,tertiary,no,816,yes,no,cellular,26,may,302,1,40,1,failure,no
45,technician,married,secondary,no,2776,yes,no,cellular,27,jul,287,2,181,1,success,yes
30,technician,single,secondary,no,115,no,no,cellular,13,may,152,1,351,1,failure,no
40,blue-collar,married,primary,no,105,yes,no,cellular,14,may,143,2,370,2,failure,no
35,services,married,secondary,no,1659,yes,no,cellular,3,feb,149,3,215,1,failure,no
44,technician,married,secondary,no,227,yes,yes,cellular,8,may,364,1,262,2,failure,no
33,management,married,tertiary,no,158,no,no,cellular,30,apr,169,2,83,2,success,no
58,management,married,secondary,no,2155,no,yes,cellular,11,aug,248,2,182,7,success,yes
46,services,divorced,secondary,no,0,no,no,cellular,17,nov,407,1,150,3,success,no
23,student,single,tertiary,no,691,no,no,cellular,27,may,1178,1,178,6,success,yes
28,blue-collar,single,secondary,no,-46,yes,no,cellular,2,mar,525,1,89,11,failure,yes
32,admin.,single,secondary,no,131,yes,no,cellular,21,dec,322,1,189,1,success,yes
35,technician,divorced,secondary,no,44,yes,yes,cellular,7,may,366,1,167,2,failure,no
77,retired,married,primary,no,3324,no,no,cellular,13,may,289,1,91,5,success,yes
33,blue-collar,married,secondary,no,1905,yes,no,cellular,13,may,39,1,301,2,success,no
47,unemployed,married,secondary,no,3533,yes,no,cellular,20,nov,319,1,100,2,failure,no
35,management,married,tertiary,no,495,no,no,cellular,30,apr,266,1,87,1,failure,yes
38,blue-collar,single,secondary,no,2032,yes,no,cellular,5,may,87,4,349,2,failure,no
54,blue-collar,married,secondary,no,143,yes,no,cellular,12,may,278,2,309,5,failure,no
38,admin.,single,secondary,no,1560,yes,no,cellular,18,may,9,2,178,3,failure,no
49,technician,married,secondary,no,308,no,no,cellular,26,oct,260,2,91,5,failure,no
37,technician,married,secondary,no,-90,yes,no,cellular,17,apr,921,2,263,3,failure,no
25,technician,single,secondary,no,3843,no,no,cellular,18,oct,159,2,95,2,failure,no
32,admin.,divorced,tertiary,no,-2,yes,no,cellular,6,may,103,3,168,1,failure,no
43,blue-collar,married,secondary,no,130,yes,no,cellular,9,feb,146,3,256,1,failure,no
43,admin.,divorced,tertiary,no,1440,yes,yes,cellular,21,nov,149,1,175,1,failure,no
33,admin.,divorced,secondary,no,-331,yes,yes,cellular,11,may,186,2,350,3,failure,no
60,retired,divorced,secondary,no,514,no,no,cellular,15,oct,187,2,213,10,success,yes
42,management,married,tertiary,no,0,yes,no,cellular,8,may,88,1,360,1,failure,no
42,services,married,secondary,no,115,yes,yes,cellular,17,apr,161,1,149,2,failure,no
33,admin.,single,secondary,no,2554,yes,no,telephone,6,apr,125,3,249,15,failure,no
37,blue-collar,married,secondary,no,56,yes,no,cellular,20,apr,46,2,285,1,failure,no
40,technician,single,secondary,no,287,yes,no,cellular,8,may,69,1,298,3,failure,no
37,admin.,married,secondary,no,176,yes,no,cellular,5,may,147,2,347,1,failure,no
38,blue-collar,single,secondary,no,2580,yes,no,cellular,8,apr,1691,2,264,3,failure,yes
35,technician,single,secondary,no,1183,yes,no,cellular,21,nov,21,3,185,2,failure,no
27,admin.,single,secondary,no,3529,no,yes,cellular,5,mar,162,1,179,2,failure,no
55,technician,married,secondary,no,517,yes,yes,cellular,6,feb,47,3,263,4,failure,no
36,services,single,secondary,no,568,yes,no,cellular,15,may,140,3,364,2,failure,no
37,services,married,secondary,no,335,yes,no,cellular,12,may,107,2,368,2,failure,no
34,management,single,tertiary,no,417,yes,no,cellular,12,feb,155,10,149,5,failure,no
45,blue-collar,married,primary,no,0,yes,no,telephone,11,may,64,1,362,7,failure,no
38,services,married,secondary,no,5293,yes,no,cellular,11,may,475,1,171,6,failure,yes
48,blue-collar,married,secondary,no,3008,yes,yes,cellular,18,nov,163,1,187,3,failure,no
52,unemployed,married,secondary,no,94,no,no,cellular,4,may,223,9,4,1,success,no
57,admin.,married,primary,no,202,yes,no,cellular,20,apr,207,1,346,2,failure,no
37,technician,married,tertiary,no,4596,yes,no,cellular,7,may,218,2,211,4,success,no
54,admin.,married,secondary,no,614,yes,no,cellular,6,may,322,2,343,2,failure,no
50,technician,married,secondary,no,3370,no,no,cellular,21,aug,531,2,80,2,success,yes
45,admin.,married,secondary,no,1097,yes,yes,cellular,2,feb,174,1,208,1,failure,no
32,technician,single,tertiary,no,13711,yes,no,cellular,14,may,638,1,175,3,success,no
36,management,single,tertiary,no,0,no,yes,cellular,18,nov,300,1,96,4,failure,no
28,blue-collar,single,tertiary,no,1984,yes,no,cellular,4,may,32,2,14,1,failure,no
57,management,married,tertiary,no,1631,yes,no,cellular,2,apr,254,2,261,3,failure,no
27,student,single,tertiary,no,5291,no,no,cellular,11,feb,293,1,91,4,success,yes
31,management,single,tertiary,no,147,no,no,cellular,13,sep,81,3,96,5,success,no
23,technician,single,secondary,no,4659,yes,no,cellular,7,may,158,1,318,4,failure,no
32,blue-collar,married,primary,no,651,yes,no,cellular,4,feb,628,2,267,2,failure,no
37,admin.,single,secondary,no,686,yes,no,cellular,5,may,253,3,280,2,failure,no
33,technician,single,secondary,no,2979,no,no,cellular,5,aug,326,2,437,1,failure,yes
58,retired,single,secondary,no,1640,no,yes,cellular,4,feb,72,6,274,4,failure,no
35,blue-collar,married,secondary,no,120,yes,no,cellular,14,apr,269,3,328,1,failure,no
34,management,married,tertiary,no,3301,yes,no,cellular,17,sep,164,5,92,6,success,yes
40,self-employed,married,tertiary,no,3059,yes,yes,cellular,18,nov,41,1,182,1,failure,no
30,technician,single,secondary,no,3313,yes,no,telephone,20,apr,534,3,319,3,failure,no
53,technician,married,secondary,no,195,yes,no,cellular,19,may,472,1,90,6,success,yes
30,blue-collar,married,secondary,no,1171,yes,no,cellular,17,apr,45,7,324,2,failure,no
53,management,married,tertiary,no,1624,no,no,cellular,6,aug,107,1,98,6,success,yes
39,management,divorced,tertiary,no,-980,yes,no,cellular,4,feb,52,2,260,1,failure,no
43,blue-collar,married,primary,no,-404,yes,yes,cellular,12,may,205,2,306,1,failure,no
53,retired,divorced,tertiary,no,-309,yes,no,cellular,21,aug,343,2,428,2,success,yes
36,technician,married,tertiary,no,629,yes,yes,cellular,29,dec,109,1,246,1,failure,no
45,entrepreneur,married,primary,no,276,yes,yes,cellular,14,may,586,1,364,1,failure,no
34,blue-collar,divorced,primary,no,390,yes,no,cellular,15,may,372,2,371,2,success,no
38,blue-collar,married,primary,no,398,yes,yes,cellular,17,apr,239,1,332,1,failure,no
27,blue-collar,single,primary,no,3342,yes,no,cellular,30,apr,761,2,330,4,failure,no
71,retired,married,tertiary,no,2651,no,no,cellular,24,aug,73,3,200,2,failure,no
44,entrepreneur,married,tertiary,no,3463,yes,yes,cellular,28,jan,290,2,153,3,failure,no
32,management,single,tertiary,no,307,no,no,cellular,25,jan,96,1,201,3,success,no
32,technician,married,secondary,no,473,no,yes,cellular,10,aug,1064,1,95,3,success,yes
22,student,single,primary,no,423,no,no,cellular,16,jul,316,1,179,10,success,yes
46,management,married,tertiary,no,349,no,no,cellular,14,may,466,4,88,3,success,yes
43,blue-collar,married,secondary,no,902,yes,no,cellular,7,apr,91,1,328,1,failure,no
50,technician,married,secondary,no,2497,yes,no,cellular,21,nov,35,1,176,1,failure,no
54,admin.,divorced,secondary,no,-394,yes,no,cellular,15,may,895,5,365,2,failure,no
45,self-employed,married,tertiary,no,430,yes,no,cellular,2,feb,221,1,206,2,failure,no
45,blue-collar,single,secondary,no,91,no,yes,cellular,18,nov,149,1,127,2,failure,no
28,technician,single,secondary,no,1532,no,no,cellular,22,may,253,1,107,5,failure,no
43,entrepreneur,divorced,tertiary,no,626,yes,no,cellular,28,jan,72,1,167,2,failure,no
36,admin.,married,secondary,no,96,no,no,cellular,30,apr,208,1,87,1,success,yes
37,technician,single,secondary,no,363,yes,no,cellular,21,nov,39,4,182,3,failure,no
39,technician,married,tertiary,no,11766,yes,no,cellular,14,aug,313,4,102,5,failure,no
43,management,married,tertiary,no,0,yes,no,cellular,7,may,240,3,293,5,failure,no
46,management,single,secondary,no,5993,no,no,cellular,25,mar,151,1,184,2,failure,no
56,admin.,divorced,secondary,no,0,no,no,cellular,18,nov,100,1,154,2,failure,no
37,admin.,single,tertiary,no,1000,yes,no,cellular,22,sep,239,1,99,2,success,yes
45,technician,single,secondary,no,-55,no,no,cellular,29,jan,78,3,197,1,failure,no
28,blue-collar,single,secondary,no,1065,yes,yes,cellular,17,apr,406,1,317,1,failure,no
27,technician,single,secondary,no,218,yes,no,cellular,14,may,1462,2,352,1,failure,no
31,self-employed,single,secondary,no,148,yes,yes,cellular,6,may,232,2,167,4,failure,no
37,management,married,tertiary,no,489,yes,no,cellular,21,nov,202,1,106,5,failure,no
42,admin.,married,secondary,no,437,yes,no,cellular,11,aug,120,3,190,1,failure,no
36,management,married,tertiary,no,549,yes,no,cellular,17,apr,151,4,150,2,failure,no
49,self-employed,married,tertiary,no,147,no,yes,cellular,2,feb,559,1,189,4,failure,no
29,technician,married,secondary,no,655,yes,no,cellular,3,feb,225,3,270,2,failure,no
51,admin.,divorced,tertiary,no,66,yes,no,cellular,10,mar,138,1,478,2,failure,no
36,management,married,tertiary,no,0,yes,no,cellular,21,nov,72,3,29,4,success,no
31,blue-collar,married,primary,no,2198,no,no,cellular,21,nov,423,2,172,2,failure,no
36,blue-collar,single,tertiary,no,1830,no,no,cellular,14,oct,183,1,91,11,failure,no
34,admin.,single,secondary,no,10,no,yes,cellular,18,nov,162,1,173,3,failure,no
38,technician,married,tertiary,no,88,no,no,cellular,8,nov,282,2,186,4,success,yes
46,blue-collar,married,primary,no,-175,yes,yes,cellular,17,apr,250,1,324,2,failure,no
53,technician,married,tertiary,no,7,no,yes,cellular,8,may,57,1,368,1,failure,no
74,retired,married,tertiary,no,1843,no,no,cellular,15,mar,192,1,185,2,success,yes
30,admin.,married,secondary,no,182,yes,yes,cellular,5,may,143,1,364,1,failure,no
25,admin.,single,secondary,no,845,yes,no,cellular,18,may,217,1,370,1,failure,no
51,technician,married,secondary,no,-153,no,no,cellular,20,nov,72,2,92,4,failure,no
27,technician,divorced,secondary,no,21,yes,no,cellular,18,may,336,1,356,1,failure,no
44,technician,single,secondary,no,1195,yes,no,cellular,19,nov,187,6,188,9,failure,no
40,blue-collar,married,primary,no,1397,yes,no,telephone,12,may,58,2,334,1,failure,no
82,retired,married,primary,no,8603,no,no,cellular,22,oct,306,3,107,1,success,yes
29,entrepreneur,single,tertiary,no,135,yes,no,cellular,12,may,245,1,356,1,failure,no
52,technician,married,tertiary,no,0,no,no,cellular,9,aug,145,3,94,4,success,no
31,management,married,secondary,no,8629,yes,no,cellular,21,nov,957,1,184,2,failure,yes
37,admin.,single,secondary,no,115,no,no,cellular,4,aug,236,1,92,4,failure,no
34,management,married,tertiary,no,273,yes,no,cellular,14,may,492,1,175,2,failure,yes
35,technician,single,secondary,no,-476,yes,no,cellular,20,nov,57,6,177,4,failure,no
36,technician,married,secondary,no,15485,no,no,cellular,26,may,83,1,42,1,success,no
34,management,married,tertiary,no,158,no,no,cellular,9,sep,278,2,132,4,failure,yes
31,entrepreneur,single,secondary,no,0,yes,no,cellular,15,may,56,1,176,1,failure,no
47,management,married,tertiary,no,1147,no,no,cellular,2,jun,654,1,95,1,failure,yes
